id,checksum,created_at,name,slug,updated_at,url
10618,ea4c43cc-c71a-18a6-6947-4b44b244e61d,1507766400,collective conciousness,collective-conciousness,1507766400,https://www.igdb.com/categories/collective-conciousness
10622,5f5f6b0f-949a-3539-9d3f-dc157be3f977,1507766400,aberrant a.i. behaviour,aberrant-ai-behaviour,1507766400,https://www.igdb.com/categories/aberrant-ai-behaviour
10626,68a099bc-b31a-46ca-4248-e92563ab483e,1507766400,hunters,hunters,1507766400,https://www.igdb.com/categories/hunters
10667,dc9789a8-fc4c-e4d7-1d8a-8f9cd5ba8206,1507766400,brutality,brutality,1507766400,https://www.igdb.com/categories/brutality
10669,67eb7c1d-b82c-d5f2-a376-806cde34092a,1507766400,random stage selection,random-stage-selection,1507766400,https://www.igdb.com/categories/random-stage-selection
10686,54253d11-0e38-b48b-bbb6-9289b13f2f96,1507766400,lag calibration,lag-calibration,1507766400,https://www.igdb.com/categories/lag-calibration
10695,6be9cc0b-c524-da9c-2940-f042d83e4d7c,1507766400,korean people's army,korean-peoples-army,1507766400,https://www.igdb.com/categories/korean-peoples-army
10699,a283d27c-c157-5a73-3f90-5aad12e796c8,1507766400,balance board support,balance-board-support,1507766400,https://www.igdb.com/categories/balance-board-support
10700,ad97cf54-303f-3b01-4605-ee823b83f2f1,1507766400,bronze age,bronze-age,1507766400,https://www.igdb.com/categories/bronze-age
10739,353ddfd3-45c7-e8d9-1371-623b02c78804,1507766400,macromanagement,macromanagement,1507766400,https://www.igdb.com/categories/macromanagement
10740,d045e9e9-a482-cac4-e540-ed82b7fa80f5,1507766400,gamecube,gamecube,1507766400,https://www.igdb.com/categories/gamecube
10741,82ed99de-c1ed-9480-6ea8-6cda699cd1a4,1507766400,external character creation,external-character-creation,1507766400,https://www.igdb.com/categories/external-character-creation
10746,69504ba5-a8b4-7b2b-5825-f5d3c48e4b6d,1507766400,global defense initiative,global-defense-initiative,1507766400,https://www.igdb.com/categories/global-defense-initiative
10750,f1433279-5211-d2c9-2a3f-ab4057cc7e44,1507766400,amphibian humanoid,amphibian-humanoid,1507766400,https://www.igdb.com/categories/amphibian-humanoid
10756,d754c552-3e2c-f749-138e-fcc6ebbf2520,1507852800,animal weaponry,animal-weaponry,1507852800,https://www.igdb.com/categories/animal-weaponry
10774,071dfe54-a11a-5365-b001-d4d3540061ab,1507852800,plagiarism,plagiarism,1507852800,https://www.igdb.com/categories/plagiarism
10791,c68c3f05-bcbb-275c-9b3b-a3e2b6fcdd12,1507852800,brain training,brain-training,1507852800,https://www.igdb.com/categories/brain-training
10792,06b36960-c9c6-4dcf-b70c-4f1196bec62f,1507852800,divine punishment,divine-punishment,1507852800,https://www.igdb.com/categories/divine-punishment
10793,94689fab-2b8d-8eed-8921-0563571c97e1,1507852800,movie tie in,movie-tie-in,1507852800,https://www.igdb.com/categories/movie-tie-in
10794,22462a5e-2efd-8c5f-c258-42db47c025a0,1507852800,playlink,playlink,1507852800,https://www.igdb.com/categories/playlink
10799,c36bde57-d8dd-bc94-4485-7e398063aa5a,1507971857,tarantula,tarantula,1685429078,https://www.igdb.com/categories/tarantula
10804,024f39d2-21f1-e401-1875-f0e039cddbde,1507939200,ancient curse,ancient-curse,1507939200,https://www.igdb.com/categories/ancient-curse
10814,80f35416-00ff-97e9-cd14-c946eeb81384,1508025600,tomb raiding,tomb-raiding,1508025600,https://www.igdb.com/categories/tomb-raiding
10839,5db50ed4-23db-ce63-4f6c-d5c9d8d79619,1508156987,based on - true story,based-on-true-story,1685932872,https://www.igdb.com/categories/based-on-true-story
10842,0c27a612-73f3-3ae6-d1ff-384a0ba0874e,1508112000,4k,4k,1508112000,https://www.igdb.com/categories/4k
10843,54a2704c-3cdc-02e2-c7d0-44fa568f70bc,1508284800,shigeru miyamoto,shigeru-miyamoto,1508284800,https://www.igdb.com/categories/shigeru-miyamoto
10856,7af35d58-ca56-9314-a58f-209da9605baf,1508457600,pom-pom,pom-pom,1508457600,https://www.igdb.com/categories/pom-pom
10868,56889993-880d-69ab-6033-071530cc6c4c,1508976000,free game,free-game,1508976000,https://www.igdb.com/categories/free-game
10869,288fd54e-4f51-1e11-45fd-acd41ac9b51d,1508976000,sweden,sweden,1508976000,https://www.igdb.com/categories/sweden
10881,f77cd4bb-c87d-3a43-9a9c-78ea58f4eb3c,1509062400,direct control of units,direct-control-of-units,1509062400,https://www.igdb.com/categories/direct-control-of-units
10897,b9c570f7-1ffb-848f-3361-42227bb501d0,1509408000,kinect required,kinect-required,1509408000,https://www.igdb.com/categories/kinect-required
10919,d3a2c3d2-9345-b61c-56b7-4c93d5de11ec,1510531200,online multiplayer achievements,online-multiplayer-achievements,1510531200,https://www.igdb.com/categories/online-multiplayer-achievements
10971,ceeebe1f-eaf5-8c5e-1aa6-c487f6f09262,1511913600,spyro,spyro,1511913600,https://www.igdb.com/categories/spyro
11025,92221ff9-f43d-65ff-4651-e44e4d01df39,1512691200,games advertising games,games-advertising-games,1512691200,https://www.igdb.com/categories/games-advertising-games
11027,f5b6b277-dd8a-9e28-1fbb-3221d73fa416,1512691200,real-world contest,real-world-contest,1512691200,https://www.igdb.com/categories/real-world-contest
11030,30f0e8d4-7a7f-dac5-fb88-9e9c1315591d,1512691200,direct continuation,direct-continuation,1512691200,https://www.igdb.com/categories/direct-continuation
11059,d9d292b1-8be8-6a2b-0e18-31ae4d5e7616,1512691200,motion plus support,motion-plus-support,1512691200,https://www.igdb.com/categories/motion-plus-support
11067,fa004e56-3156-0fa4-a2c5-2e3b35b2a800,1512691200,rogue protagonist,rogue-protagonist,1512691200,https://www.igdb.com/categories/rogue-protagonist
11069,d32d04e3-6f49-2a33-d5dc-8ad75a68882d,1512691200,platoon,platoon,1512691200,https://www.igdb.com/categories/platoon
11086,013f74b3-1dac-cd43-1e50-2c7d0775a0de,1512691200,missing features,missing-features,1512691200,https://www.igdb.com/categories/missing-features
11104,de41a312-5d78-0c33-67f7-5288bc8cc736,1512691200,cumulative team respawn limit,cumulative-team-respawn-limit,1512691200,https://www.igdb.com/categories/cumulative-team-respawn-limit
11107,e31dddc8-257c-e1c0-82bf-c8ee9c50e128,1512691200,license hell,license-hell,1512691200,https://www.igdb.com/categories/license-hell
11113,8e5d1a71-2cc8-9664-d165-8b30af50c902,1512691200,inner-thoughts world,inner-thoughts-world,1512691200,https://www.igdb.com/categories/inner-thoughts-world
11115,339f02df-f0a0-7781-74ec-d22e4bc67468,1512691200,kinect playfit support,kinect-playfit-support,1512691200,https://www.igdb.com/categories/kinect-playfit-support
11122,02221500-d498-ebd5-aba1-6217999db579,1512691200,pax prime 2010,pax-prime-2010,1512691200,https://www.igdb.com/categories/pax-prime-2010
11141,61ed3359-5bc7-9f89-01f5-6b6ab8192136,1512691200,saving the president,saving-the-president,1512691200,https://www.igdb.com/categories/saving-the-president
11146,9904fbb3-42d5-a63d-4346-8c39db97e5f2,1512691200,d.i.c.e. awards 2013,dice-awards-2013,1512691200,https://www.igdb.com/categories/dice-awards-2013
11149,255f6b0e-f42a-dc8a-4266-9b9a67307514,1512691200,level by doing,level-by-doing,1512691200,https://www.igdb.com/categories/level-by-doing
11152,e21f9cb2-aac5-9f24-84f3-fe6a728a3060,1512691200,steam trading,steam-trading,1512691200,https://www.igdb.com/categories/steam-trading
11167,ae735c8c-7cd5-47fa-8df0-57895e3e3d9b,1512691200,gamingator,gamingator,1512691200,https://www.igdb.com/categories/gamingator
11203,1ac9096a-ede2-08f1-71fe-3456c03f8953,1512691200,skillshot,skillshot,1512691200,https://www.igdb.com/categories/skillshot
11208,b666a1a0-3770-2b4e-98de-badd961f79f0,1512691200,avatar awards,avatar-awards,1512691200,https://www.igdb.com/categories/avatar-awards
11210,4911c081-38ba-7cdf-5688-497c08d202c1,1512691200,achievement hitching,achievement-hitching,1512691200,https://www.igdb.com/categories/achievement-hitching
11212,b9153521-4979-40ab-b2cf-ffa2759b7b15,1512691200,virtual boy,virtual-boy,1512691200,https://www.igdb.com/categories/virtual-boy
11214,d2af5763-7cab-d1f5-609e-0e387f73a7da,1512691200,yoga,yoga,1512691200,https://www.igdb.com/categories/yoga
11215,543a8151-8756-3eda-ef4e-d3b09ab2b4d6,1512691200,two controllers for one player,two-controllers-for-one-player,1512691200,https://www.igdb.com/categories/two-controllers-for-one-player
11247,88356d80-75a8-115a-5add-9c70e66d644a,1512691200,sixaxis support,sixaxis-support,1512691200,https://www.igdb.com/categories/sixaxis-support
11275,0abe489e-7036-2671-4ff8-7810e657c02e,1512691200,boomer,boomer,1512691200,https://www.igdb.com/categories/boomer
11278,2a18150e-77f8-4bb8-ab33-a8ab169d5b61,1512691200,on disc dlc,on-disc-dlc,1512691200,https://www.igdb.com/categories/on-disc-dlc
11281,79e562be-64c0-f157-08fa-576422f2ba75,1512691200,tragic villain,tragic-villain,1512691200,https://www.igdb.com/categories/tragic-villain
11312,e1fdc664-5cf3-3797-e8a6-278f982d597d,1512691200,no blood,no-blood,1512691200,https://www.igdb.com/categories/no-blood
11349,205ca055-9022-e06a-9b4e-bff2c3191e7d,1512691200,necromorph,necromorph,1512691200,https://www.igdb.com/categories/necromorph
11386,5cb50a81-70c1-e4fa-5368-4ae362ce6bfd,1512691200,one year war,one-year-war,1512691200,https://www.igdb.com/categories/one-year-war
11390,16b394b3-89d2-4c71-8c2a-5229723f0bce,1512691200,changing dimensions,changing-dimensions,1512691200,https://www.igdb.com/categories/changing-dimensions
11394,00a6758a-570e-6fe1-2c72-f84e3eeff8a9,1512691200,gamecube controller support on wii,gamecube-controller-support-on-wii,1512691200,https://www.igdb.com/categories/gamecube-controller-support-on-wii
11396,aece7a85-07d1-1e0e-1b36-670cb135120c,1512691200,re-numbered franchise,re-numbered-franchise,1512691200,https://www.igdb.com/categories/re-numbered-franchise
11400,fc9392ea-8873-2713-dfe7-d598e1b6d38b,1512691200,p wing,p-wing,1512691200,https://www.igdb.com/categories/p-wing
11414,c07c1317-8981-91f5-af5c-dff4122543df,1512691200,dolphin diving,dolphin-diving,1512691200,https://www.igdb.com/categories/dolphin-diving
11434,f84e154a-26ff-e447-a048-5993509a65e0,1512691200,sega forever,sega-forever,1512691200,https://www.igdb.com/categories/sega-forever
11439,394c7f54-1195-27d0-ba59-27266a55a988,1512691200,eurofighter typhoon,eurofighter-typhoon,1512691200,https://www.igdb.com/categories/eurofighter-typhoon
11444,f930e2da-8adb-c45c-afb7-b6ec038bef33,1512691200,killcam,killcam,1512691200,https://www.igdb.com/categories/killcam
11447,586dbb4a-de9e-1f82-f490-fe30d544fbcf,1512714535,box art - half of face displayed,box-art-half-of-face-displayed,1689929542,https://www.igdb.com/categories/box-art-half-of-face-displayed
11455,55acad1c-c79a-77ec-bd43-b7d6cff3fc47,1512691200,controller overlay,controller-overlay,1512691200,https://www.igdb.com/categories/controller-overlay
11459,028d9128-116a-a055-8d59-1515d98e547f,1512691200,witch hunter,witch-hunter,1512691200,https://www.igdb.com/categories/witch-hunter
11469,ea5ac7b8-4806-ccfc-09a7-d17e479891dc,1512691200,acronym titles,acronym-titles,1512691200,https://www.igdb.com/categories/acronym-titles
11470,7310dcc0-68f6-de8b-5453-3b739ed7c27a,1512691200,european grand prix,european-grand-prix,1512691200,https://www.igdb.com/categories/european-grand-prix
11474,35899bfb-9cd0-8489-0df1-e6d847989dc9,1512691200,multi-monitor support,multi-monitor-support,1512691200,https://www.igdb.com/categories/multi-monitor-support
11478,77ef3d21-7c94-73fa-bc1b-618ecf209f30,1512691200,remote play,remote-play,1512691200,https://www.igdb.com/categories/remote-play
11479,f6f6c8cd-219d-89e5-2b94-1929539168f9,1512691200,summer of arcade 2012,summer-of-arcade-2012,1512691200,https://www.igdb.com/categories/summer-of-arcade-2012
11501,c436bae7-d1b0-43f2-7fe9-8ab27d3b7985,1512691200,game developers choice awards 2012,game-developers-choice-awards-2012,1512691200,https://www.igdb.com/categories/game-developers-choice-awards-2012
11507,458b61ff-6f51-238e-64a5-0eb7a30ecd3a,1512691200,united federation of planets,united-federation-of-planets,1512691200,https://www.igdb.com/categories/united-federation-of-planets
11512,3367bb4e-5280-9663-63f7-2aa11dd2798d,1512691200,pawapurokun,pawapurokun,1512691200,https://www.igdb.com/categories/pawapurokun
11517,e3e455e8-8649-eb74-bb16-03299f02193b,1512691200,street sports,street-sports,1512691200,https://www.igdb.com/categories/street-sports
11524,f9ba63dc-cd97-7ac6-10c0-d6ce46f3fb69,1512691200,forensics,forensics,1512691200,https://www.igdb.com/categories/forensics
11531,b57f6be8-1cab-73c8-a2dd-7b1f1b8bdced,1512691200,buddy system,buddy-system,1512691200,https://www.igdb.com/categories/buddy-system
11533,80991dfe-9c0b-e876-f786-5d959a4d8c56,1512691200,femme fatale,femme-fatale,1512691200,https://www.igdb.com/categories/femme-fatale
11538,75d7ece8-4d4a-68c0-d62b-93dc93e7ecf5,1512691200,cinematic jump,cinematic-jump,1512691200,https://www.igdb.com/categories/cinematic-jump
11549,3f28d490-4b9b-f6e0-ad7c-97dedc1c9934,1512691200,games for windows - live,games-for-windows-live,1512691200,https://www.igdb.com/categories/games-for-windows-live
11557,dbb03c51-d9ac-2af4-2257-9d036ad89b87,1512691200,viral achievement,viral-achievement,1512691200,https://www.igdb.com/categories/viral-achievement
11567,f5642446-c78f-da5d-c0c4-318cad9ef3f6,1512691200,multiplayer via serial cable,multiplayer-via-serial-cable,1512691200,https://www.igdb.com/categories/multiplayer-via-serial-cable
11570,a49653cc-b98b-c90e-3790-67c0ace01408,1512691200,udraw gametablet support,udraw-gametablet-support,1512691200,https://www.igdb.com/categories/udraw-gametablet-support
11583,c2fdcbca-22d4-c92c-1a9e-bd2d271d6432,1512691200,sensory overload,sensory-overload,1512691200,https://www.igdb.com/categories/sensory-overload
